Character Name,Height,Weight,Bust,Waist,Hip,Gender,Eye Color,Hair Color,Hair Length,Apparent Age,Animal Ears,
Tingyun,,,,,,Female ,Green ,Brown ,To Shoulders ,Adult ,Animal ,
Madori Hatta,,,,,,Female ,Blue / Green ,Orange ,To Waist ,Teen ,No ,
Breakfast Princess,,,,,,Female ,Black ,Blonde ,To Shoulders ,Teen ,No ,
Levy McGarden,156cm,42kg,,,,Female ,Brown ,Blue ,To Shoulders ,Teen ,No ,
Maha,,,,,,Female ,Purple ,Blue ,To Chest ,Teen ,No ,
Professor Sada,,,,,,Female ,Blue / Green ,Brown ,To Chest ,Adult ,No ,
Shade,167cm,,90cm,60cm,91cm,Female ,Pink ,Gray ,Past Waist ,Adult ,Elf ,
Makiko Endou,,,,,,Female ,Brown ,Blonde ,To Waist ,Adult ,No ,
Sayaka Kirasaka,,,,,,Female ,Green ,Brown ,Past Waist ,Teen ,No ,
Leeruxu Ayamori,149cm,,93cm,55cm,86cm,Female ,Green ,Blue ,Past Waist ,Teen ,No ,
Lisanna Strauss,,,,,,Female ,Blue ,White ,To Ears ,Teen ,No ,
Lapis Lazuli,,,,,,Female ,Blue ,Blue ,To Neck ,Adult ,No ,
Carrot,,,,,,Female ,Black ,Blonde ,To Shoulders ,Adult ,Animal ,
Stella Vermillion,,,,,,Female ,Red ,Red ,To Chest ,Teen ,No ,
Chihaya Mifune,,,,,,Female ,Pink ,Blonde ,To Waist ,Teen ,No ,
Rinchuu,,,,,,Female ,Purple ,Black ,Past Waist ,Teen ,No ,
Rize Marikawa,,,,,,Female ,Purple ,Blue ,Past Waist ,Adult ,No ,
Momoko Koigakubo,,,,,,Female ,Brown ,Purple ,To Shoulders ,Teen ,No ,
Kanna Kirahoshi,,,,,,Female ,Blue ,Blonde ,To Waist ,Adult ,No ,
Ryouko Yanagi,,,,,,Female ,Blue ,Brown ,To Neck ,Adult ,No ,
Tae Takemi,,,,,,Female ,Brown ,Blue ,To Ears ,Adult ,No ,
High Elf Archer,,,,,,Female ,Green ,Green ,To Shoulders ,Teen ,Elf ,
Neru Akita,,,,,,Female ,Yellow ,Blonde ,Past Waist ,Teen ,No ,
Flare Arlgrande Di...,,,,,,Female ,Green ,Pink ,To Waist ,Adult ,No ,
Akira Yamamoto,,,,,,Female ,Red ,White ,To Neck ,Teen ,No ,
Aoi Sakuraba,,,,,,Female ,Blue ,Blue ,To Ears ,Teen ,No ,
Torricelli,,,,,,Female ,Red ,Green ,Past Waist ,Teen ,No ,
Sayo Shizumori,,,,,,Female ,Not Visible ,Blue ,To Chest ,Teen ,No ,
Chikage,,,,,,Female ,Purple ,Pink ,To Chest ,Teen ,No ,
Chisa Haneda,157cm,,83cm,60cm,84cm,Female ,Yellow ,Purple ,Past Waist ,Teen ,No ,
Rei,,,,,,Female ,Brown ,Blonde ,To Waist ,Adult ,No ,
Yukina,,,,,,Female ,Green ,Red ,To Neck ,Teen ,No ,
Kyouka Saotome,161cm,,86cm,57cm,87cm,Female ,Purple ,Black ,To Chest ,Adult ,No ,
Yanfei,,,,,,Female ,Green ,Pink ,To Chest ,Teen ,Horns ,
Ryoka Narusawa,,,,,,Female ,Brown ,Blonde ,To Neck ,Teen ,No ,
Chiya,154cm,,,,,Female ,Red ,White ,Past Waist ,Teen ,No ,
Inkling Girl,,,,,,Female ,Orange ,Orange ,To Waist ,Teen ,Elf ,
Hasumi Yumezono,157cm,,90cm,58cm,87cm,Female ,Red ,Brown ,To Waist ,Teen ,No ,
Nanako Kugayama,160cm,,100cm,55cm,89cm,Female ,Green ,Brown ,To Waist ,Teen ,No ,
Airi Sakura,153cm,,96cm,60cm,90cm,Female ,Blue ,Pink ,Past Waist ,Teen ,No ,
Maki Koshigoe ,,,,,,Female ,Red ,Blue ,To Neck ,Teen ,No ,
Yoshino Kawamura,155cm,,93cm,58cm,90cm,Female ,Green ,Pink ,Past Waist ,Adult ,No ,
Ayaka Kamisato,,,,,,Female ,Blue ,Blue ,Past Waist ,Teen ,No ,
Wasabi Izuno,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Yukimura Kusunoki,153cm,,86cm,59cm,82cm,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Yuno Gasai,,,,,,Female ,Pink ,Pink ,Past Waist ,Teen ,No ,
Sothis,,,,,,Female ,Green ,Green ,Past Waist ,Teen ,Elf ,
Ultear Milkovich,,,,,,Female ,Red ,Purple ,To Waist ,Adult ,No ,
Miho Nishizumi,158cm,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Rebecca Chambers,,,,,,Female ,Brown ,Brown ,To Ears ,Adult ,No ,
Dawn,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Astaroth,,,,,,Female ,Yellow ,Black ,To Waist ,Adult ,No ,
Aeka Shiraki,,,,,,Female ,Blue ,White ,To Neck ,Teen ,No ,
Yukari Yuzuki,,,,,,Female ,Purple ,Purple ,To Chest ,Teen ,No ,
Akiho Sairenji,,,,,,Female ,Purple ,Purple ,To Chest ,Teen ,No ,
Azusa Inui,,,,,,Female ,Purple ,Blonde ,To Shoulders ,Teen ,No ,
Yuuri Kamiyama,163cm,,92cm,59cm,89cm,Female ,Blue ,Purple ,Past Waist ,Adult ,No ,
Leifang,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Rio Yamashiro,,,,,,Female ,Red ,Pink ,To Waist ,Teen ,No ,
Haruka Miyamori,,,88cm,56cm,85cm,Female ,Green ,Blonde ,To Shoulders ,Teen ,No ,
Sakaki Shimizu,158cm,,,,,Female ,Green ,Black ,To Shoulders ,Adult ,No ,
Bell Hydra,,,,,,Female ,Green ,Blonde ,Hair Up / Indeterminate ,Teen ,No ,
Murasaki Shikibu,,,,,,Female ,Purple ,Maroon ,Past Waist ,Adult ,No ,
Cassandra Alexandra,,,,,,Female ,Green ,Blonde ,To Shoulders ,Teen ,No ,
Kumiko Kasai,,,,,,Female ,Purple ,Blue ,To Waist ,Teen ,No ,
Mao Amatsuka,,,,,,Female ,Pink ,Orange ,To Waist ,Teen ,No ,
Cerebella,170cm,59kg,81cm,58cm,91cm,Female ,Brown ,Green ,To Neck ,Adult ,No ,
Sara Kujou,,,,,,Female ,Yellow ,Blue ,To Shoulders ,Adult ,No ,
Kama,,,,,,Female ,Red ,White ,To Chest ,Teen ,No ,
Hakuryuu,,,,,,Female ,Gray ,Gray ,To Waist ,Adult ,No ,
Dorothy,,,,,,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Ino Yamanaka,,,,,,Female ,Blue ,Blonde ,Past Waist ,Adult ,No ,
Saya Otonashi,,,,,,Female ,Red ,Black ,To Ears ,Teen ,No ,
Honami Ichinose,159cm,,95cm,61cm,91cm,Female ,Purple ,Orange ,Past Waist ,Teen ,No ,
�gir,,,,,,Female ,Yellow ,White ,Past Waist ,Adult ,No ,
Princess Hibana,169cm,,,,,Female ,Blue ,Pink ,To Shoulders ,Adult ,No ,
Talim,,,,,,Female ,Black ,Black ,To Shoulders ,Teen ,No ,
Shiori Katase,,,,,,Female ,Purple ,Brown ,To Shoulders ,Adult ,No ,
Almeida,,,,,,Female ,Blue ,Blonde ,Past Waist ,Adult ,Horns ,
Parasoul,155cm,71kg,86cm,61cm,96cm,Female ,Orange ,Red ,To Shoulders ,Adult ,No ,
Suigintou,,,,,,Female ,Red ,White ,To Waist ,Teen ,No ,
Shouko Komi,169cm,48kg,,,,Female ,Purple ,Black ,To Waist ,Teen ,No ,
Teresa Keltula,,,,,,Female ,Red ,Pink ,To Chest ,Adult ,Elf ,
Shinka Nibutani,,,,,,Female ,Orange ,Brown ,To Waist ,Teen ,No ,
Eli Ayase,162cm,,88cm,60cm,84cm,Female ,Blue ,Blonde ,To Shoulders ,Teen ,No ,
Kaeda Soga,,,,,,Female ,Green ,Purple ,To Neck ,Adult ,No ,
Astraea,,,,,,Female ,Orange ,Blonde ,Past Waist ,Teen ,No ,
Bunwa Kaku,,,,,,Female ,Red ,Black ,Past Waist ,Teen ,No ,
Yae Kokonoe,,,,,,Female ,Blue ,Black ,To Chest ,Teen ,No ,
Cedar Sanumaku,,,,,,Female ,Blue ,Purple ,Past Waist ,Teen ,No ,
Kumin Tsuyuri,,,,,,Female ,Pink ,Black ,To Neck ,Teen ,No ,
Manami Amagi,,,,,,Female ,Brown ,Orange ,To Neck ,Adult ,No ,
Youko Yaginuma,,,86cm,54cm,87cm,Female ,Purple ,Blonde ,Past Waist ,Teen ,No ,
Mugi Ienaga,154cm,42kg,,,,Female ,Yellow ,Blonde ,Past Waist ,Teen ,No ,
Rin Hoshizora,155cm,,75cm,59cm,80cm,Female ,Yellow ,Orange ,To Ears ,Teen ,No ,
Ai Kitora,,,,,,Female ,Purple ,Purple ,To Ears ,Teen ,No ,
Ayana Kurasawa,156cm,,87cm,58cm,88cm,Female ,Green ,Pink ,To Chest ,Teen ,No ,
Haruna Kasuga,163cm,,,,,Female ,Yellow ,Red ,To Chest ,Teen ,No ,
Courtney,,,,,,Female ,Purple ,Purple ,To Ears ,Teen ,No ,
Yui Yuigahama,,,,,,Female ,Pink ,Pink ,To Neck ,Teen ,No ,
Kasumi Shinomiya,,,,,,Female ,Purple ,Purple ,To Shoulders ,Teen ,No ,
Maki Nishikino,161cm,,78cm,56cm,83cm,Female ,Purple ,Red ,To Shoulders ,Teen ,No ,
Junko Enoshima,169cm,45kg,90cm,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Kokomi Teruhashi,164cm,,,,,Female ,Blue ,Blue ,To Chest ,Teen ,No ,
Mary Saotome,,,,,,Female ,Yellow ,Blonde ,To Shoulders ,Teen ,No ,
Sae Chabashira,160cm,,86cm,59cm,84cm,Female ,Brown ,Brown ,To Chest ,Adult ,No ,
Shizuka Hiratsuka,,,,,,Female ,Blue ,Black ,Past Waist ,Adult ,No ,
Nozomi Tojo,159cm,,90cm,60cm,82cm,Female ,Blue / Green ,Purple ,To Waist ,Teen ,No ,
Miori Adachi,163cm,,92cm,59cm,91cm,Female ,Purple ,Purple ,To Neck ,Adult ,No ,
Dante,,,,,,Female ,Red ,White ,Past Waist ,Adult ,Elf ,
Shiho Suzui,,,,,,Female ,Brown ,Black ,To Neck ,Teen ,No ,
Manami Souma,165cm,,88cm,60cm,93cm,Female ,Brown ,Purple ,To Shoulders ,Adult ,No ,
Nico Yazawa,154cm,,74cm,57cm,79cm,Female ,Red ,Black ,To Shoulders ,Teen ,No ,
Shinobu Kuki,,,,,,Female ,Purple ,Green ,To Neck ,Teen ,No ,
Ayumi Asakura,,,,,,Female ,Green ,Blonde ,To Waist ,Adult ,No ,
Princess Yulia,158cm,,101cm,59cm,88cm,Female ,Blue ,Blonde ,Past Waist ,Adult ,No ,
Gd DSR-50,,,,,,Female ,Yellow ,Brown ,Past Waist ,Adult ,No ,
Yukie Honda,,,,,,Female ,Blue ,Brown ,To Chest ,Adult ,No ,
Asuka Ogura,,,,,,Female ,Red ,Brown ,To Waist ,Teen ,No ,
Tria,,,,,,Female ,Blue ,Blonde ,To Waist ,Adult ,Horns ,
Reika Tenri,160cm,,93cm,57cm,88cm,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Miki,,,,,,Female ,Blue ,Blue ,To Neck ,Adult ,No ,
Kyouko Tsukishima,169cm,,92cm,59cm,91cm,Female ,Purple ,Blue ,To Waist ,Adult ,No ,
Tsuru Itoi,,,,,,Female ,Black ,Black ,To Chest ,Teen ,No ,
Kobeni Higashiyama,,,,,,Female ,Brown ,Brown ,To Shoulders ,Adult ,No ,
Chizuru Hishiro,,,,,,Female ,Green ,Black ,To Chest ,Teen ,No ,
Eagle,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Chisato Nishikigi,,,,,,Female ,Red ,Blonde ,To Neck ,Teen ,No ,
Shizuka Ichijou,168cm,56kg,93cm,56cm,89cm,Female ,Not Visible ,Blonde ,To Neck ,Adult ,No ,
Akira Kenjo,,,,,,Female ,Red ,Red ,To Ears ,Teen ,No ,
Akane Shinjou,,,,,,Female ,Pink ,Purple ,To Neck ,Teen ,No ,
Mikazuki Kiryuu,,,,,,Female ,Red ,Blonde ,To Shoulders ,Teen ,No ,
Roll.EXE,,,,,,Female ,Red ,Not Visible ,No Hair ,Teen ,No ,
Kei Shirogane,,,,,,Female ,Blue ,White ,To Chest ,Teen ,No ,
Rena Kariu,,,,,,Female ,Gray ,Red ,To Shoulders ,Teen ,No ,
Kasumi Yoshizawa,,,,,,Female ,Red ,Red ,To Chest ,Teen ,No ,
Foch,,,,,,Female ,Pink ,Purple ,To Shoulders ,Adult ,No ,
Roll Caskett,,,,,,Female ,Green ,Blonde ,To Chest ,Teen ,No ,
Roxie,,,,,,Female ,Blue / Green ,White ,To Shoulders ,Teen ,No ,
Shauntal,,,,,,Female ,Purple ,Purple ,To Shoulders ,Adult ,No ,
Lelei la Lalena,,,,,,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Anette-san,,,,,,Female ,Blue ,Pink ,To Waist ,Adult ,No ,
Fiji,,,,,,Female ,Green ,Blonde ,Past Waist ,Adult ,No ,
Trucy Wright,152cm,,,,,Female ,Blue ,Brown ,To Shoulders ,Teen ,No ,
Noe Isurugi,,,,,,Female ,Green ,Brown ,To Neck ,Teen ,No ,
Koyomi Mizuhara,,,,,,Female ,Brown ,Brown ,To Waist ,Adult ,No ,
A-ko Magami,,,,,,Female ,Brown ,Red ,To Chest ,Teen ,No ,
Masumi Shiramine,159cm,,118cm,63cm,88cm,Female ,Purple ,Brown ,To Chest ,Adult ,No ,
Starlight Glimmer ...,,,,,,Female ,Blue ,Purple ,To Waist ,Teen ,No ,
Nyna,,,,,,Female ,Green ,Blonde ,Past Waist ,Adult ,No ,
Glacia,,,,,,Female ,Blue ,Blonde ,To Neck ,Adult ,No ,
Hatoko Kushikawa,,,,,,Female ,Pink ,Gray ,To Chest ,Teen ,No ,
Ibara Shiozaki,167cm,,,,,Female ,Black ,Green ,To Waist ,Teen ,No ,
Orie Ballardiae,,,,,,Female ,Blue ,Blue ,Past Waist ,Teen ,No ,
Kana Iriya,,,,,,Female ,Pink ,Purple ,Past Waist ,Teen ,No ,
Edelgard,,,,,,Female ,Purple ,White ,To Waist ,Adult ,No ,
Tamamo Vitch,,,,,,Female ,Yellow ,Pink ,To Shoulders ,Adult ,Animal ,
Reiko Takama,165cm,,87cm,55cm,83cm,Female ,Gray ,Black ,To Chest ,Teen ,No ,
Ayumu Sakakibara,,,,,,Female ,Yellow ,Gray ,To Waist ,Teen ,No ,
Panache Fure Kalgi,,,,,,Female ,Blue / Green ,Gray ,To Ears ,Teen ,No ,
Alice Zuberg,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Aki Aoi,,,,,,Female ,Red ,Brown ,To Waist ,Teen ,No ,
Birgit,,,,,,Female ,Blue ,Blue ,To Waist ,Adult ,No ,
Himiko Inaba,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Yennefer,,,,,,Female ,Purple ,Black ,To Chest ,Adult ,No ,
Hanako Ikezawa,164cm,54kg,,,,Female ,Purple ,Purple ,To Waist ,Teen ,No ,
Kanade Sakakibara,,,,,,Female ,Blue ,Black ,To Waist ,Teen ,No ,
Yoko,,,,,,Female ,Pink ,Green ,To Waist ,Teen ,No ,
Arisa Kisshouji,167cm,,93cm,59cm,85cm,Female ,Blue / Green ,Blonde ,Past Waist ,Teen ,No ,
Madoka Kaname,,,,,,Female ,Pink ,Pink ,To Neck ,Teen ,No ,
Kaoru Sasamiya,,,,,,Female ,Brown ,Blue ,To Ears ,Teen ,No ,
Ayeka Masaki Jurai,,,,,,Female ,Red ,Purple ,Past Waist ,Teen ,No ,
Yuriko Kuga,172cm,,95cm,60cm,91cm,Female ,Gray ,Pink ,To Waist ,Teen ,No ,
Jill Stingray,,,,,,Female ,Black ,Black ,To Shoulders ,Adult ,No ,
Mami Tomoe,,,,,,Female ,Yellow ,Blonde ,To Chest ,Teen ,No ,
Miko Amasaka,159cm,,90cm,54cm,87cm,Female ,Blue / Green ,Pink ,To Shoulders ,Teen ,No ,
Miku Orito,,,,,,Female ,Blue ,Blonde ,To Neck ,Adult ,No ,
Pandora,166cm,52kg,,,,Female ,Black ,Black ,Past Waist ,Teen ,No ,
Rio Kamiizumi,163cm,,88cm,58cm,87cm,Female ,Pink ,Pink ,To Chest ,Teen ,No ,
Sheila,,,,,,Female ,Blue ,Blonde ,Past Waist ,Adult ,No ,
Irina Luminesk,,,,,,Female ,Red ,Blue ,Past Waist ,Adult ,Elf ,
Suzuka Konno,,,,,,Female ,Blue ,Brown ,To Waist ,Teen ,No ,
Rei Kuki,,,,,,Female ,Blue ,Blue / Green ,Past Waist ,Teen ,No ,
Koharu Fukunaga,152cm,,104cm,62cm,92cm,Female ,Purple ,Brown ,To Neck ,Teen ,No ,
Space Ishtar,,,,,,Female ,Green ,Black ,To Waist ,Teen ,No ,
Rozalin,,,,,,Female ,Red ,Blonde ,To Shoulders ,Teen ,Elf ,
Erika Toudou,167cm,54kg,99cm,59cm,89cm,Female ,Green ,Brown ,To Waist ,Teen ,No ,
Yukino Makihara,,,,,,Female ,Green ,Black ,Past Waist ,Teen ,No ,
Rinalia Kuo,,,,,,Female ,Gray ,Blonde ,To Shoulders ,Adult ,No ,
Petra,,,,,,Female ,Brown ,Maroon ,To Chest ,Teen ,No ,
Bonnibel Valentine,,,,,,Female ,Brown ,Red ,Past Waist ,Adult ,No ,
Kou Yagami,164cm,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Kirari Tsukigahora,161cm,55kg,96cm,60cm,89cm,Female ,Purple ,Blue ,To Waist ,Adult ,No ,
Maho Taura,162cm,,90cm,61cm,93cm,Female ,Yellow ,Black ,To Shoulders ,Adult ,No ,
Nina,,,,,,Female ,Yellow ,Orange ,To Waist ,Teen ,Animal ,
Yang Guifei,,,,,,Female ,Blue ,Purple ,Past Waist ,Adult ,No ,
Nikka Edvardine Ka...,,,,,,Female ,Blue ,Blonde ,To Ears ,Teen ,No ,
Luna,,,,,,Female ,Orange ,Gray ,Past Waist ,Adult ,Horns ,
Lisa Hijirigaoka,,,,,,Female ,Blue ,Blonde ,Past Waist ,Adult ,No ,
Meme Inukai,158cm,,,,,Female ,Purple ,Blue ,To Neck ,Teen ,No ,
Fuuka Watase,155cm,,87cm,58cm,86cm,Female ,Blue ,Maroon ,To Chest ,Teen ,No ,
Asagao,170cm,,,,,Female ,Gray ,Blonde ,Past Waist ,Teen ,No ,
Chiyo Shimada,,,,,,Female ,Brown ,Brown ,To Chest ,Adult ,No ,
Mafuyu Yoshimiya,,,,,,Female ,Blue ,Brown ,To Waist ,Teen ,No ,
Motoko Aoyama,,,,,,Female ,Black ,Black ,To Waist ,Teen ,No ,
Eina Tulle,,,,,,Female ,Green ,Brown ,To Neck ,Adult ,Elf ,
Saya Takagi,,,,,,Female ,Orange ,Pink ,To Chest ,Teen ,No ,
Kyouko Sakura,,,,,,Female ,Red ,Red ,Past Waist ,Teen ,No ,
Brighid,,,,,,Female ,Not Visible ,Purple ,Past Waist ,Adult ,No ,
Shuna,,,,,,Female ,Pink ,Pink ,Past Waist ,Teen ,No ,
Tear Grants,,,,,,Female ,Blue ,Brown ,To Waist ,Teen ,No ,
Nagisa Watase,158cm,,89cm,59cm,88cm,Female ,Purple ,White ,To Waist ,Teen ,No ,
Homare Asatsuki,,,,,,Female ,Blue ,Pink ,To Chest ,Teen ,No ,
Mutsumi Otohime,162cm,,,,,Female ,Brown ,Brown ,To Waist ,Adult ,No ,
Mikoto Uchiha,,,,,,Female ,Black ,Black ,To Chest ,Adult ,No ,
Sakura Yuuki,160cm,,,,,Female ,Pink ,Pink ,To Shoulders ,Teen ,No ,
Sanae Takatsuki,167cm,,94cm,62cm,96cm,Female ,Blue ,Blue ,To Neck ,Adult ,No ,
Seika Suwa,,,,,,Female ,Blue ,Blue ,To Shoulders ,Adult ,No ,
Hisui Kojou,,,,,,Female ,Purple ,Blonde ,To Chest ,Teen ,No ,
Naru Narusegawa,163cm,,,,,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Hajime Shinoda,167cm,,,,,Female ,Green ,Brown ,To Ears ,Teen ,No ,
Lietta,,,116cm,60cm,91cm,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Miyuki Takatsuki,167cm,,102cm,59cm,90cm,Female ,Purple ,Purple ,To Waist ,Adult ,No ,
Tsumugi Tosaka,,,,,,Female ,Red ,Black ,To Chest ,Teen ,No ,
Tsubaki Kujou,,,90cm,60cm,81cm,Female ,Blue ,Purple ,To Waist ,Adult ,No ,
Rachel,,,,,,Female ,Blue ,Blonde ,To Waist ,Adult ,No ,
Hypna,,,,,,Female ,Yellow ,Pink ,To Waist ,Adult ,No ,
Kaori Saeki,,,,,,Female ,Purple ,Blonde ,Past Waist ,Teen ,No ,
Arika,,,109cm,66cm,109cm,Female ,Yellow ,Red ,To Waist ,Teen ,No ,
Suzuna Taki,,,,,,Female ,Purple ,Black ,To Ears ,Teen ,No ,
Nova Luminous,,,,,,Female ,Green ,Blonde ,To Chest ,Teen ,No ,
Henrietta,,,,,,Female ,Red ,Brown ,To Neck ,Teen ,No ,
Kurisu Makise,160cm,45kg,79cm,56cm,83cm,Female ,Blue ,Red ,To Waist ,Teen ,No ,
Minori Takemine,,,,,,Female ,Blue ,Purple ,To Neck ,Adult ,No ,
Zoe Orimoto,,,,,,Female ,Blue / Green ,Blonde ,To Chest ,Teen ,No ,
Eris Erotis,,,,,,Female ,Orange ,Green ,To Waist ,Teen ,No ,
Shinobu Maehara,,,,,,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Moco,,,,,,Female ,Pink ,Pink ,To Shoulders ,Adult ,No ,
Erio Touwa,,,,,,Female ,Blue ,Blue ,Past Waist ,Teen ,No ,
Shayla Shayla,,,,,,Female ,Green ,Red ,Past Waist ,Adult ,No ,
Kaoru Makino,,,,,,Female ,Blue ,Blonde ,To Chest ,Adult ,No ,
Eria the Water Cha...,,,,,,Female ,Blue ,Blue ,To Waist ,Teen ,No ,
Sophie,,,,,,Female ,Blue ,Gray ,To Shoulders ,Teen ,No ,
Power Girl,,,,,,Female ,Blue ,Blonde ,To Neck ,Adult ,No ,
Meme Touwa,,,,,,Female ,Purple ,Blue ,To Waist ,Adult ,No ,
Azusa Ichinose,165cm,,108cm,57cm,94cm,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Stella Bremer,,,,,,Female ,Blue ,Blonde ,To Neck ,Adult ,No ,
Sahoto Ashisu,163cm,,,,,Female ,Brown ,Black ,To Chest ,Adult ,No ,
Sakiko Ichinose,157cm,,112cm,63cm,100cm,Female ,Purple ,Purple ,To Chest ,Adult ,No ,
Ukyo Kuonji,,,,,,Female ,Black ,Brown ,To Waist ,Teen ,No ,
Fumino Furuhashi,,,,,,Female ,Yellow ,Blue ,To Waist ,Teen ,No ,
Elbia Hanaiman,,,,,,Female ,Purple ,Brown ,To Neck ,Teen ,Animal ,
Chitoge Kirisaki,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Chaika Bohdan,,,,,,Female ,Purple ,White ,To Neck ,Teen ,No ,
Tomoko Shiretoko,166cm,,,,,Female ,Yellow ,Blue / Green ,To Waist ,Adult ,No ,
Uruka Takemoto,,,,,,Female ,Pink ,Maroon ,To Neck ,Teen ,No ,
Diana Koda,178cm,,102cm,59cm,100cm,Female ,Red ,Blonde ,To Ears ,Adult ,No ,
Mafuyu Kirisu,,,,,,Female ,Blue ,Pink ,To Waist ,Adult ,No ,
Mai,,,,,,Female ,Blue ,Black ,To Chest ,Adult ,No ,
Mitsu no Tamayori-...,,,,,,Female ,Blue ,Black ,Past Waist ,Teen ,No ,
Mana Hiiragi,,,,,,Female ,Brown ,Pink ,To Chest ,Adult ,No ,
Shampoo,,,,,,Female ,Brown ,Blue ,Past Waist ,Teen ,No ,
Emi Fukukado,166cm,,,,,Female ,Blue / Green ,Blue / Green ,To Shoulders ,Adult ,No ,
Aika Kiryuu,,,,,,Female ,Blue ,Brown ,To Chest ,Adult ,No ,
Android 18,,,,,,Female ,Blue ,Blonde ,To Neck ,Adult ,No ,
Demeter,,,,,,Female ,Pink ,Blonde ,Past Waist ,Adult ,No ,
Plymouth,,,,,,Female ,Purple ,Purple ,To Chest ,Adult ,No ,
Sharon Heim,,,,,,Female ,Gray ,Blonde ,To Shoulders ,Teen ,No ,
Nonoka Nonoura,,,,,,Female ,Red ,Blonde ,To Neck ,Teen ,No ,
Satori Tamaba,,,,,,Female ,Yellow ,Green ,To Waist ,Teen ,No ,
Pharah,,,,,,Female ,Brown ,Brown ,To Shoulders ,Adult ,No ,
Iris Arcadia,,,,,,Female ,Green ,Red ,Past Waist ,Adult ,No ,
Chiyu Tamade,140cm,,,,,Female ,Blue ,Pink ,Past Waist ,Teen ,No ,
Stocking Anarchy,,,,,,Female ,Blue / Green ,Blue ,Past Waist ,Teen ,No ,
Hilary Tatibana,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Naaza Erisuis,,,,,,Female ,Purple ,Brown ,To Shoulders ,Teen ,Animal ,
Yayoi Nakano,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Warabi Hanasaka,140cm,37kg,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Suzuran Himenohara,,,,,,Female ,Pink ,Blue ,To Neck ,Teen ,No ,
Rin Shibuya,165cm,44kg,80cm,56cm,81cm,Female ,Blue / Green ,Brown ,To Chest ,Teen ,No ,
Katalina Aryze,169cm,,,,,Female ,Red ,Brown ,To Waist ,Adult ,No ,
Victorique de Blois ,,,,,,Female ,Green ,Blonde ,Past Waist ,Teen ,No ,
Peanut Valentine,,,,,,Female ,Blue / Green ,Brown ,To Chest ,Adult ,No ,
Mifuyu Komachi,154cm,,106cm,54cm,84cm,Female ,Pink ,Purple ,To Chest ,Teen ,No ,
Masuzu Natsukawa,,,,,,Female ,Blue ,Gray ,Past Waist ,Teen ,No ,
Chiyo Sakura,145cm,,,,,Female ,Purple ,Orange ,To Chest ,Teen ,No ,
Satsuki Nakano,,,,,,Female ,Blue ,Purple ,To Waist ,Teen ,No ,
Sombra,,,,,,Female ,Brown ,Brown ,To Shoulders ,Adult ,No ,
Sakuya Izayoi,,,,,,Female ,Blue ,Gray ,To Chest ,Teen ,No ,
Nei Serizawa,170cm,,118cm,58cm,85cm,Female ,Pink ,Pink ,To Neck ,Teen ,No ,
Nora Frykberg,,,,,,Female ,Purple ,Blue ,To Neck ,Teen ,No ,
Tracer,,,,,,Female ,Brown ,Black ,To Ears ,Teen ,No ,
Minori Munemoto,160cm,,100cm,56cm,83cm,Female ,Purple ,Brown ,To Shoulders ,Teen ,No ,
Ai Fuyuumi,,,,,,Female ,Purple ,Pink ,To Waist ,Teen ,No ,
Kirari Moroboshi,182cm,60kg,91cm,64cm,86cm,Female ,Brown ,Orange ,To Chest ,Teen ,No ,
Ezo Red Fox,,,,,,Female ,Orange ,Blonde ,Past Waist ,Teen ,Animal ,
Touka Kanzaki,,,,,,Female ,Purple ,Purple ,To Neck ,Adult ,No ,
Nikaidou,169cm,56kg,,,,Female ,Blue ,Blonde ,To Chest ,Adult ,No ,
Sanae Kagurazaka,154cm,50kg,113cm,61cm,80cm,Female ,Purple ,Blonde ,To Waist ,Teen ,No ,
Yuri Sakazaki,,,,,,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Zephia,,,,,,Female ,Blue ,Gray ,Past Waist ,Adult ,Horns ,
Kanade Otowa,160cm,,120cm,56cm,94cm,Female ,Purple ,Blue ,Past Waist ,Teen ,No ,
